Ensembl_Gene_ID	E.t1.I	E.t1.II	E.t1.III	E.t4.I	E.t4.II	E.t4.III	E.t6.I	E.t6.II	E.t6.III	E.t8.I	E.t8.II	E.t8.III
ENSG00000188906	99	63	84	67	26	324	548	386	137	391	645	550
ENSG00000188909	54	198	161	58	39	427	48	357	398	141	454	136
ENSG00000188910	178	10	188	269	284	295	410	541	51	95	665	107
ENSG00000188916	112	88	194	299	267	118	588	563	220	55	518	684
ENSG00000188917	46	188	215	252	236	174	150	597	112	350	348	48
ENSG00000188921	124	77	23	209	17	158	374	100	166	372	677	708
ENSG00000188931	173	153	5	4	35	307	534	572	208	0	649	332
ENSG00000188933	63	189	162	38	298	45	216	396	341	556	465	874
ENSG00000188937	53	183	46	72	28	413	439	298	207	384	4	453
ENSG00000188938	151	90	39	369	181	225	370	63	654	288	358	419
ENSG00000188958	5	42	216	302	294	328	429	568	475	21	115	286
ENSG00000188959	97	136	86	159	149	337	133	290	192	226	4	165
ENSG00000188976	122	96	63	24	109	425	1	531	554	43	153	99
ENSG00000188981	95	76	136	3	298	98	535	188	403	445	691	100
ENSG00000188984	125	83	16	297	85	267	256	280	242	321	313	67
ENSG00000188986	145	143	10	10	41	23	160	562	330	693	71	113
ENSG00000188987	58	158	83	229	107	194	386	424	216	338	585	464
ENSG00000188991	34	132	138	229	182	202	171	204	258	536	207	62
ENSG00000188992	78	73	26	72	60	75	113	457	355	127	233	545
ENSG00000188993	125	149	71	331	345	419	590	1	25	71	294	857
ENSG00000188994	179	89	140	121	205	234	99	209	121	643	422	48
ENSG00000188997	46	10	115	148	221	87	582	321	271	331	487	676
ENSG00000189001	70	8	217	288	252	346	204	607	657	468	597	728
ENSG00000189002	118	177	184	76	167	310	441	365	224	4	393	718
ENSG00000189007	154	134	78	174	51	126	351	281	92	297	474	37
ENSG00000189013	137	89	185	67	274	105	561	75	277	12	42	850
ENSG00000189023	63	53	219	296	302	335	555	294	432	459	122	49
ENSG00000189030	134	4	113	118	220	40	23	45	312	396	708	552
ENSG00000189037	121	174	196	211	129	209	74	436	228	189	113	256
ENSG00000189039	113	169	114	98	166	342	587	377	31	87	156	458
ENSG00000189042	17	9	1	319	144	437	391	247	468	67	408	76
ENSG00000189043	10	138	168	279	147	282	525	348	400	484	144	624
ENSG00000189046	103	88	123	376	253	230	217	47	643	362	267	9
ENSG00000189050	89	157	87	128	272	93	179	585	310	119	168	256
ENSG00000189051	35	111	98	193	202	377	268	206	86	137	560	95
ENSG00000189056	74	66	32	253	256	398	518	480	617	261	292	319
ENSG00000189057	15	196	119	274	357	233	456	77	47	342	121	337
ENSG00000189058	136	167	128	58	50	325	23	89	2	542	492	293
ENSG00000189060	90	120	159	16	70	315	433	300	590	471	477	566
ENSG00000189067	25	82	83	28	378	381	280	518	318	662	56	177
ENSG00000189068	106	67	22	210	221	56	83	166	131	600	375	821
ENSG00000189077	74	181	38	35	256	185	466	276	280	691	379	837
ENSG00000189079	151	155	206	110	306	393	469	194	0	95	517	105
ENSG00000189089	144	147	115	304	386	421	345	315	314	413	544	342
ENSG00000189091	25	144	176	316	46	264	558	122	271	21	330	654
ENSG00000189099	83	131	101	58	120	134	78	586	501	303	24	851
ENSG00000189108	32	18	53	106	39	195	46	456	325	523	525	225
ENSG00000189114	138	149	206	250	26	208	373	291	156	509	393	421
ENSG00000189120	52	95	173	345	263	328	510	195	518	141	362	670
ENSG00000189127	90	66	171	226	110	200	444	473	311	248	439	598
ENSG00000189129	170	18	82	369	248	150	222	342	450	16	242	204
ENSG00000189132	80	109	185	311	312	122	368	335	552	105	505	628
ENSG00000189134	132	57	187	210	209	44	62	260	345	260	200	53
ENSG00000189136	80	101	21	6	18	228	513	358	408	679	330	380
ENSG00000189139	138	138	163	170	332	423	104	415	359	469	533	670
ENSG00000189143	10	200	47	200	36	56	515	17	161	113	453	711
ENSG00000189144	142	70	198	152	45	316	110	453	205	183	457	676
ENSG00000189145	145	7	142	166	350	319	515	4	382	645	738	166
ENSG00000189149	93	191	93	301	197	144	169	368	308	159	141	389
ENSG00000189157	100	67	156	343	135	87	296	208	459	307	588	773
ENSG00000189159	52	131	170	334	381	53	123	169	282	103	552	424
ENSG00000189162	3	66	105	9	367	79	510	68	645	278	245	651
ENSG00000189164	175	200	195	15	70	246	124	518	19	343	64	622
ENSG00000189167	14	25	205	46	11	322	423	91	506	19	414	874
ENSG00000189169	136	123	201	137	62	22	303	296	591	615	101	240
ENSG00000189171	54	24	185	321	265	198	89	457	260	491	298	61
ENSG00000189180	65	187	21	2	174	282	42	238	50	356	571	241
ENSG00000189181	153	77	124	5	20	55	24	213	602	285	244	119
ENSG00000189182	166	113	189	39	3	259	477	73	433	615	642	889
ENSG00000189184	70	92	138	23	32	407	445	222	30	486	652	379
ENSG00000189190	109	133	183	82	249	191	538	189	453	534	345	549
ENSG00000189195	93	186	166	371	344	47	303	312	505	301	731	767
ENSG00000189196	137	2	132	224	174	269	534	2	246	195	82	646
ENSG00000189203	109	187	28	274	262	80	296	368	106	122	283	840
ENSG00000189212	24	56	98	78	194	406	422	30	412	276	571	190
ENSG00000189221	39	165	16	268	224	395	576	544	648	188	528	827
ENSG00000189223	165	192	7	92	318	328	153	511	199	613	3	661
ENSG00000189227	126	133	3	74	292	403	321	111	602	188	606	413
ENSG00000189233	110	189	187	298	45	312	18	293	496	64	674	719
ENSG00000189238	160	6	9	311	173	412	538	475	555	299	282	826
ENSG00000189241	2	159	218	258	247	435	46	381	337	126	712	726
ENSG00000189252	165	128	14	68	355	247	358	16	589	360	26	886
ENSG00000189275	143	114	185	132	341	323	27	149	363	593	252	73
ENSG00000189280	58	145	29	33	86	22	222	235	576	188	381	126
ENSG00000189283	101	62	191	272	50	119	335	307	259	244	233	62
ENSG00000189292	168	142	134	197	135	165	286	214	345	512	391	331
ENSG00000189298	171	140	174	175	262	77	468	394	631	269	697	396
ENSG00000189299	148	6	195	323	182	84	400	274	310	619	485	632
ENSG00000189306	70	85	77	107	131	391	414	72	445	220	192	518
ENSG00000189308	33	165	191	207	333	167	258	427	629	120	169	106
ENSG00000189316	144	186	52	297	163	280	48	76	536	400	445	841
ENSG00000189319	8	37	190	60	179	408	393	168	349	210	582	822
ENSG00000189320	140	94	127	329	228	224	193	192	307	488	392	71
ENSG00000189325	156	70	32	78	336	172	193	49	15	313	297	559
ENSG00000189326	131	108	194	109	224	305	591	286	137	253	614	499
ENSG00000189332	147	88	41	134	5	314	357	81	413	210	413	527
ENSG00000189334	75	92	15	287	19	387	77	244	326	161	418	706
ENSG00000189337	172	69	100	258	309	356	322	342	37	255	613	614
ENSG00000189348	161	41	23	340	192	371	223	525	361	268	330	600
ENSG00000189350	54	134	120	56	263	81	596	198	298	11	465	705
ENSG00000189362	112	12	143	102	348	149	505	0	319	285	558	512
ENSG00000189366	2	163	130	250	154	66	481	257	131	316	631	517
ENSG00000189369	159	53	65	148	78	271	188	295	592	120	143	776
ENSG00000189372	135	113	7	207	271	333	45	612	114	143	264	273
ENSG00000189375	155	72	133	337	193	267	471	384	570	40	58	386
ENSG00000189376	45	15	210	172	380	33	370	324	437	107	728	802
ENSG00000189377	122	61	136	159	343	353	172	104	149	644	72	673
ENSG00000189385	12	126	18	27	349	188	517	314	641	454	464	844
ENSG00000189401	47	198	58	134	84	375	20	607	517	660	289	493
ENSG00000189403	119	37	51	224	150	17	405	167	424	113	148	471
ENSG00000189410	123	143	37	205	54	162	564	346	145	474	253	147
ENSG00000189419	108	17	155	114	114	230	15	210	520	218	501	876
ENSG00000189423	100	162	193	130	9	190	131	226	509	629	612	247
ENSG00000189430	47	120	65	309	348	374	584	162	161	409	479	125
ENSG00000189431	92	157	16	351	157	278	337	562	206	268	625	551
ENSG00000189433	140	22	104	339	298	180	462	297	328	607	733	300
ENSG00000194297	143	7	99	289	266	99	42	85	108	419	128	767
ENSG00000194647	38	92	21	264	135	151	487	133	203	588	283	3
ENSG00000194717	84	195	78	166	358	430	111	121	224	47	503	860
ENSG00000195024	103	137	214	322	79	286	552	33	629	73	377	381
ENSG00000195401	148	26	213	211	12	27	269	198	414	7	699	194
ENSG00000196071	100	128	76	203	326	62	313	175	564	107	364	166
ENSG00000196072	115	59	13	24	146	360	436	98	456	158	109	718
ENSG00000196074	78	87	62	230	209	386	439	445	545	565	264	599
ENSG00000196081	93	175	13	333	158	63	339	596	590	190	553	330
ENSG00000196083	115	35	162	255	47	123	64	229	255	290	249	358
ENSG00000196090	1	8	178	288	113	439	492	302	406	483	137	715
ENSG00000196091	72	99	59	299	212	407	340	425	301	470	349	562
ENSG00000196092	24	98	172	46	392	170	246	214	605	158	626	872
ENSG00000196095	126	190	124	331	66	334	182	20	7	557	584	865
ENSG00000196099	164	190	149	19	289	137	148	99	63	551	346	406
ENSG00000196104	135	59	157	365	319	247	453	447	211	34	312	194
ENSG00000196109	44	117	191	284	90	432	97	122	549	381	221	513
ENSG00000196110	108	197	165	124	220	309	338	154	504	18	647	191
ENSG00000196116	14	176	145	318	189	216	57	355	656	10	69	795
ENSG00000196118	68	85	22	304	68	113	475	190	174	494	301	804
ENSG00000196119	137	13	167	164	67	55	115	259	133	564	338	821
ENSG00000196123	47	84	93	181	328	244	484	294	123	641	525	302
ENSG00000196126	108	144	100	6	262	156	559	453	639	117	303	503
ENSG00000196131	174	30	39	54	314	39	364	515	176	274	328	42
ENSG00000196132	170	138	126	200	245	361	188	108	49	626	684	739
ENSG00000196136	16	129	59	57	34	44	78	275	613	32	175	405
ENSG00000196139	7	18	54	269	212	7	12	138	281	106	519	779
ENSG00000196141	66	132	29	296	55	89	591	611	366	698	64	485
ENSG00000196150	25	18	45	328	74	44	343	595	637	221	655	286
ENSG00000196151	26	136	18	355	280	410	35	389	190	664	319	327
ENSG00000196152	39	55	34	95	242	250	79	456	54	100	439	769
ENSG00000196154	164	35	190	183	270	261	399	307	292	480	231	387
ENSG00000196155	85	138	112	301	321	380	184	313	608	261	422	252
ENSG00000196156	179	112	190	352	190	324	402	120	419	683	124	734
ENSG00000196159	26	144	168	339	396	270	285	237	188	58	107	26
ENSG00000196166	98	111	132	93	47	324	232	265	223	464	691	264
ENSG00000196167	1	83	173	83	79	89	87	506	456	2	479	820
ENSG00000196169	60	179	121	51	206	202	273	280	273	138	368	390
ENSG00000196171	20	6	37	332	347	49	407	388	39	392	665	153
ENSG00000196172	142	18	127	78	123	275	217	290	252	336	682	895
ENSG00000196176	12	144	32	348	384	69	262	142	583	314	585	102
ENSG00000196177	86	116	172	214	58	244	474	156	157	74	152	899
ENSG00000196182	125	139	3	361	139	326	409	382	550	683	679	812
ENSG00000196183	153	25	213	108	273	2	38	247	192	591	506	265
ENSG00000196184	118	31	178	320	116	302	351	472	161	112	170	548
ENSG00000196187	120	114	68	236	355	210	548	529	423	509	618	653
ENSG00000196188	99	67	208	274	178	75	341	366	146	18	409	69
ENSG00000196189	145	135	29	20	215	284	117	265	228	215	295	246
ENSG00000196196	30	164	144	309	273	118	456	328	601	529	244	241
ENSG00000196199	133	129	92	300	233	367	60	155	8	60	69	831
ENSG00000196208	2	89	20	342	47	146	507	552	320	532	617	401
ENSG00000196209	153	175	163	21	300	278	19	553	304	574	153	508
ENSG00000196214	102	22	156	322	54	56	553	522	18	18	508	271
ENSG00000196218	102	103	176	166	373	394	486	413	79	5	149	414
ENSG00000196220	135	7	88	177	36	307	559	338	489	577	376	267
ENSG00000196223	57	116	62	70	127	245	286	512	443	274	271	70
ENSG00000196224	90	20	40	279	342	342	226	596	559	497	700	300
ENSG00000196226	163	103	118	200	290	348	58	317	319	226	598	870
ENSG00000196227	176	18	16	6	365	132	419	508	477	385	294	64
ENSG00000196228	98	142	179	29	92	398	453	32	248	655	380	603
ENSG00000196230	61	39	124	214	360	370	205	525	319	348	247	684
ENSG00000196233	13	124	18	324	385	319	531	386	259	425	280	897
ENSG00000196235	29	150	53	378	18	254	222	253	642	317	60	550
ENSG00000196236	74	196	213	359	356	77	373	85	175	24	466	853
ENSG00000196242	7	35	135	112	265	141	151	242	283	698	199	658
ENSG00000196243	163	13	110	173	113	360	573	221	118	629	149	492
ENSG00000196247	152	149	220	243	121	388	174	208	296	79	136	256
ENSG00000196248	42	47	97	280	371	170	13	379	280	501	570	898
ENSG00000196260	145	60	104	35	137	3	56	537	591	528	538	381
ENSG00000196262	41	90	186	83	281	231	124	417	599	204	554	897
ENSG00000196263	86	62	177	159	307	92	32	131	113	437	584	265
ENSG00000196266	38	29	136	220	144	100	343	523	461	434	54	357
ENSG00000196267	161	171	216	64	397	140	96	431	363	216	101	332
ENSG00000196268	53	163	90	96	352	306	61	608	427	223	85	813
ENSG00000196273	98	195	1	223	320	141	517	308	491	139	352	547
ENSG00000196277	0	0	52	137	399	162	53	309	482	4	434	720
ENSG00000196284	26	192	61	276	234	79	378	56	95	355	685	807
ENSG00000196290	15	15	108	245	169	238	52	597	0	196	489	313
ENSG00000196296	58	137	5	121	164	144	412	88	462	256	458	212
ENSG00000196301	135	130	206	297	302	407	487	442	265	621	555	855
ENSG00000196305	102	189	182	281	144	3	388	332	660	356	98	412
ENSG00000196313	120	162	4	151	388	41	450	112	161	182	331	70
ENSG00000196323	96	40	111	65	73	206	296	464	199	332	466	97
ENSG00000196326	106	79	213	5	237	281	209	131	257	608	147	794
ENSG00000196329	153	170	70	100	226	210	527	214	468	387	399	558
ENSG00000196331	173	53	85	200	118	27	31	179	499	670	69	147
ENSG00000196335	101	135	71	163	148	343	516	599	405	156	372	883
ENSG00000196337	168	145	105	94	268	10	53	15	19	472	571	539
ENSG00000196338	125	162	172	321	121	299	218	11	54	577	146	695
ENSG00000196341	96	116	177	368	323	310	100	151	117	369	254	34
ENSG00000196344	8	61	121	298	233	243	448	446	359	70	86	577
ENSG00000196345	78	49	78	11	98	32	506	562	497	628	461	678
ENSG00000196350	149	8	64	203	162	301	418	599	319	398	304	419
ENSG00000196352	31	2	34	189	82	152	238	469	8	299	438	547
ENSG00000196353	16	198	84	192	275	97	120	29	393	466	365	330
ENSG00000196357	16	168	78	218	126	195	587	79	64	208	86	647
ENSG00000196358	175	130	32	283	23	213	569	606	24	646	389	833
ENSG00000196361	129	184	142	172	163	362	118	406	195	531	611	231
ENSG00000196363	8	186	138	222	94	440	484	68	513	319	299	700
ENSG00000196364	176	76	11	314	353	95	139	344	124	203	119	372
ENSG00000196365	143	139	26	342	49	382	136	198	413	121	550	787
ENSG00000196366	179	164	119	343	102	63	565	574	588	462	445	114
ENSG00000196367	28	196	136	349	138	221	405	189	12	541	374	497
ENSG00000196368	114	51	87	281	130	404	244	430	70	110	637	331
ENSG00000196369	164	76	186	257	377	206	321	232	528	624	739	615
ENSG00000196371	40	111	174	277	210	94	235	174	177	18	573	32
ENSG00000196372	111	167	7	71	65	394	373	491	655	103	670	765
ENSG00000196374	63	164	35	297	354	378	422	584	147	205	235	176
ENSG00000196376	126	66	33	361	172	100	599	600	185	653	436	656
ENSG00000196378	167	101	196	380	26	427	482	90	408	203	407	97
ENSG00000196381	140	63	72	147	273	93	74	559	334	406	253	48
ENSG00000196383	98	196	32	39	215	304	132	1	133	660	65	698
ENSG00000196387	33	185	139	295	395	103	158	48	659	449	132	11
ENSG00000196388	148	156	114	146	77	133	75	60	624	21	173	97
ENSG00000196391	66	18	164	346	380	422	3	19	469	107	125	257
ENSG00000196395	117	136	45	325	287	279	429	479	460	11	238	253
ENSG00000196396	77	53	20	68	211	148	345	416	622	410	258	808
ENSG00000196403	114	8	77	92	111	70	520	180	313	249	41	91
ENSG00000196405	88	140	152	141	178	144	173	417	429	353	209	825
ENSG00000196406	144	72	27	302	188	195	305	73	153	87	435	7
ENSG00000196407	167	108	55	69	88	392	255	331	358	311	66	266
ENSG00000196408	73	123	55	45	395	251	124	433	508	402	359	454
ENSG00000196411	76	59	169	83	81	24	272	476	543	223	385	623
ENSG00000196415	175	167	196	319	373	33	120	574	68	60	599	363
ENSG00000196417	124	190	105	51	219	102	305	25	376	375	148	90
ENSG00000196418	110	150	67	301	106	250	400	309	480	124	379	146
ENSG00000196420	169	88	184	158	384	9	302	376	606	436	191	696
ENSG00000196421	56	91	191	270	111	300	242	246	528	682	70	441
ENSG00000196422	67	116	127	23	93	325	49	457	351	452	20	26
ENSG00000196427	67	197	154	111	119	263	41	436	507	141	650	699
ENSG00000196428	106	110	131	49	74	384	79	564	622	149	608	61
ENSG00000196431	62	8	72	26	306	73	335	407	280	414	321	799
ENSG00000196433	41	143	115	18	171	53	488	253	53	601	97	527
ENSG00000196437	71	31	169	278	330	127	479	50	295	351	611	860
ENSG00000196449	143	131	33	68	63	191	424	599	182	439	128	286
ENSG00000196453	146	174	14	264	228	87	586	407	454	15	707	89
ENSG00000196455	129	7	105	55	264	15	325	546	501	584	227	782
ENSG00000196456	74	179	155	127	360	299	375	605	574	385	53	717
ENSG00000196458	169	67	213	271	83	70	529	445	262	89	597	765
ENSG00000196459	135	88	169	250	306	150	311	73	440	30	652	527
ENSG00000196460	103	12	99	211	151	59	200	312	409	585	74	465
ENSG00000196465	155	198	41	348	323	68	208	9	603	154	364	439
ENSG00000196466	39	2	69	335	387	181	81	570	627	265	81	688
ENSG00000196468	59	106	18	31	306	264	29	230	102	419	301	544
ENSG00000196470	11	196	33	278	72	439	1	523	98	557	168	91
ENSG00000196475	113	90	133	204	263	21	44	372	70	132	411	623
ENSG00000196476	141	104	0	113	350	179	159	160	233	7	15	44
ENSG00000196478	32	63	181	49	204	256	497	438	636	504	206	163
ENSG00000196482	118	90	134	269	69	185	405	286	219	585	709	80
ENSG00000196497	159	43	18	165	98	240	241	346	479	633	178	619
ENSG00000196498	138	62	202	97	333	6	402	377	211	164	98	675
ENSG00000196502	18	120	77	175	389	87	299	276	521	425	561	752
ENSG00000196503	18	166	51	243	137	251	481	556	268	363	127	178
ENSG00000196504	113	78	166	338	378	162	286	468	548	203	253	416
ENSG00000196505	174	185	77	365	12	47	458	146	627	22	137	118
ENSG00000196507	141	45	117	136	290	393	131	140	30	320	622	422
ENSG00000196510	144	188	86	135	88	121	6	558	622	159	207	86
ENSG00000196511	107	155	39	219	78	320	356	225	28	640	117	291
ENSG00000196517	102	165	12	246	344	391	393	187	384	572	264	766
ENSG00000196526	83	91	51	114	126	21	347	108	318	513	499	729
ENSG00000196531	73	199	93	224	204	133	97	209	76	430	98	166
ENSG00000196532	75	167	143	73	378	170	256	306	660	44	602	574
ENSG00000196533	98	62	183	170	85	342	436	527	301	551	690	865
ENSG00000196534	120	115	82	303	151	150	472	591	267	107	365	397
ENSG00000196535	134	106	105	47	289	316	100	267	487	153	181	150
ENSG00000196542	143	151	203	308	273	303	464	206	482	292	693	348
ENSG00000196544	18	163	208	369	349	359	446	246	419	417	23	584
ENSG00000196549	15	61	31	340	93	115	291	74	168	65	85	486
ENSG00000196553	90	88	13	243	66	283	98	45	594	107	52	182
ENSG00000196557	33	60	161	130	190	312	254	519	270	302	196	131
ENSG00000196559	159	188	85	82	141	95	552	159	647	437	604	705
ENSG00000196562	110	117	172	97	15	312	153	59	276	166	201	842
ENSG00000196569	106	162	197	68	272	187	128	51	463	190	393	835
ENSG00000196570	14	193	191	43	94	177	46	59	167	173	255	404
ENSG00000196576	100	114	168	304	379	399	438	472	596	55	529	384
ENSG00000196578	80	119	107	3	63	193	81	138	104	472	225	615
ENSG00000196581	36	187	95	371	20	352	573	405	416	628	252	820
ENSG00000196584	158	8	122	11	200	286	401	418	374	432	307	659
ENSG00000196586	94	68	152	243	355	47	490	263	362	649	690	433
ENSG00000196588	116	36	39	127	216	316	373	89	380	585	298	779
ENSG00000196589	36	168	76	23	21	94	393	303	414	613	167	431
ENSG00000196591	136	84	68	286	357	194	578	397	35	203	87	682
ENSG00000196593	42	180	84	320	85	287	443	165	56	443	736	808
ENSG00000196597	115	73	20	353	112	324	383	484	351	98	140	484
ENSG00000196600	18	148	32	12	332	215	61	594	180	291	619	457
ENSG00000196605	165	145	165	55	255	375	268	36	472	518	708	179
ENSG00000196611	70	67	181	268	261	379	27	49	183	84	206	820
ENSG00000196614	79	152	190	203	37	432	576	548	598	386	338	131
ENSG00000196616	39	147	65	362	187	302	412	424	491	281	685	806
ENSG00000196620	130	61	135	242	42	378	597	27	321	171	51	865
ENSG00000196624	74	156	70	181	311	365	544	590	362	475	466	720
ENSG00000196628	59	186	214	242	299	156	520	228	7	638	472	443
ENSG00000196632	145	21	94	159	284	148	34	123	634	377	191	94
ENSG00000196636	30	120	32	175	359	17	523	307	337	412	541	247
ENSG00000196639	86	84	67	179	226	99	351	8	257	264	706	625
ENSG00000196642	102	114	207	106	104	418	329	418	476	291	422	423
ENSG00000196646	31	118	213	328	277	324	187	128	238	41	219	625
ENSG00000196652	16	108	57	284	54	50	542	144	246	411	482	580
ENSG00000196653	39	17	67	191	31	121	273	612	587	600	329	779
ENSG00000196655	147	19	81	306	45	432	27	192	617	658	605	584
ENSG00000196656	79	169	123	173	213	1	510	587	16	242	178	854
ENSG00000196659	103	148	77	156	173	62	68	458	576	9	319	440
ENSG00000196660	123	102	59	16	5	413	464	509	642	569	702	349
ENSG00000196661	41	178	34	224	145	112	71	67	555	446	625	504
ENSG00000196663	145	45	91	111	110	401	1	584	617	183	502	65
ENSG00000196664	20	48	86	92	269	107	368	571	369	685	18	613
ENSG00000196666	111	127	65	27	272	253	30	553	394	391	32	813
ENSG00000196668	123	58	183	96	280	142	86	211	78	434	169	368
ENSG00000196670	9	11	181	212	57	313	313	485	35	49	270	546
ENSG00000196678	153	86	161	324	235	140	260	129	434	29	614	0
ENSG00000196683	173	99	162	132	59	8	171	414	304	48	500	765
ENSG00000196684	159	8	66	46	342	92	501	364	504	386	603	463
ENSG00000196689	26	113	26	222	44	208	148	440	88	396	583	741
ENSG00000196693	49	6	129	176	258	95	79	182	19	203	603	676
ENSG00000196700	138	78	17	329	282	256	361	510	600	335	16	233
ENSG00000196704	75	147	20	142	134	384	70	428	282	562	434	193
ENSG00000196705	98	125	162	189	38	182	526	396	519	280	548	354
ENSG00000196711	1	0	40	299	301	107	518	146	528	139	38	127
ENSG00000196712	51	152	201	161	256	194	381	18	506	279	355	712
ENSG00000196724	30	5	168	315	243	368	571	396	538	422	454	154
ENSG00000196730	118	105	87	334	302	388	268	179	18	383	581	170
ENSG00000196734	136	35	97	172	128	434	386	583	83	578	244	15
ENSG00000196735	162	40	184	254	136	192	354	428	167	255	306	258
ENSG00000196739	107	151	88	25	216	410	578	580	483	309	704	147
ENSG00000196741	45	12	135	275	40	7	240	486	275	159	544	619
ENSG00000196743	37	167	162	106	297	320	189	493	247	360	418	343
ENSG00000196747	117	141	151	299	170	402	86	211	556	171	208	289
ENSG00000196748	44	116	69	108	203	187	287	397	484	622	198	337
ENSG00000196754	97	168	66	95	57	346	76	322	193	646	381	42
ENSG00000196756	179	149	164	126	11	406	76	141	328	49	495	188
ENSG00000196757	163	63	47	293	364	52	12	370	596	699	375	13
ENSG00000196758	148	102	23	72	273	184	529	300	536	609	477	267
ENSG00000196761	129	29	216	48	106	14	402	19	531	372	573	85
ENSG00000196767	50	119	62	325	68	131	384	607	540	67	393	194
ENSG00000196772	65	53	57	3	203	410	529	467	391	556	191	365
ENSG00000196776	168	74	175	157	21	171	509	249	472	99	493	363
ENSG00000196778	66	181	7	314	6	340	442	437	128	442	489	643
ENSG00000196779	127	95	10	307	146	23	531	155	220	610	162	577
ENSG00000196781	148	74	207	119	179	50	580	371	616	646	245	340
ENSG00000196782	110	181	123	108	310	370	482	324	540	410	534	352
ENSG00000196787	176	177	55	100	158	285	472	426	155	389	102	827
ENSG00000196792	9	151	189	46	6	213	282	51	467	444	597	63
ENSG00000196793	152	62	28	51	223	172	176	490	282	374	330	161
ENSG00000196800	15	116	202	371	161	262	455	156	196	410	168	614
ENSG00000196805	4	149	145	159	99	431	528	508	265	110	588	789
ENSG00000196810	176	41	133	125	84	271	143	227	458	618	340	95
ENSG00000196811	16	120	15	91	374	6	184	314	363	376	433	214
ENSG00000196812	156	125	176	251	163	410	299	370	136	190	35	26
ENSG00000196814	131	7	213	114	201	326	109	456	222	85	255	61
ENSG00000196821	24	156	86	10	280	91	225	159	284	290	215	337
ENSG00000196832	36	140	103	225	121	332	232	302	239	604	132	501
ENSG00000196839	66	135	116	97	136	7	399	221	630	49	122	614
ENSG00000196843	22	21	41	57	267	278	65	420	24	373	702	243
ENSG00000196844	65	109	146	131	171	423	42	92	618	526	431	283
ENSG00000196850	124	130	114	376	188	140	310	103	214	296	297	394
ENSG00000196859	107	78	63	203	103	207	590	203	264	208	216	598
ENSG00000196860	129	116	114	264	371	127	152	244	432	147	635	653
ENSG00000196865	176	119	199	201	210	275	319	118	539	505	612	860
ENSG00000196867	73	147	188	249	87	250	191	382	446	506	340	144
ENSG00000196872	75	152	155	208	178	32	578	503	646	312	194	17
ENSG00000196876	30	78	139	298	328	184	155	575	542	322	488	369
ENSG00000196878	21	109	24	304	388	298	347	183	428	327	406	362
ENSG00000196890	60	168	140	99	139	19	276	289	287	552	180	750
ENSG00000196893	33	167	6	57	318	119	467	191	601	653	326	327
ENSG00000196900	106	9	67	50	361	250	169	333	22	74	404	190
ENSG00000196911	162	83	14	297	338	133	386	213	58	101	525	36
ENSG00000196912	109	60	204	223	128	308	68	116	158	484	109	837
ENSG00000196914	41	158	129	215	60	377	542	427	560	306	554	471
ENSG00000196917	123	12	100	304	72	131	363	492	252	277	711	519
ENSG00000196922	35	160	47	349	173	150	304	340	481	138	438	463
ENSG00000196923	160	166	12	173	265	18	543	11	14	665	242	732
ENSG00000196924	48	47	84	229	1	254	404	20	411	311	201	770
ENSG00000196927	83	13	127	7	158	20	267	304	440	469	533	164
ENSG00000196932	157	119	184	130	144	85	341	525	226	205	431	489
ENSG00000196933	130	175	0	176	127	202	475	218	195	136	383	470
ENSG00000196935	111	61	2	370	23	105	539	69	200	443	317	679
ENSG00000196943	118	113	116	81	133	404	468	169	574	243	160	144
ENSG00000196944	43	120	11	207	111	266	339	511	103	324	324	9
ENSG00000196946	139	33	99	296	172	66	317	375	31	260	294	100
ENSG00000196950	167	158	117	147	259	354	92	142	658	518	375	323
ENSG00000196951	122	0	3	98	76	364	55	365	250	691	655	394
ENSG00000196954	25	199	199	19	377	149	561	594	607	589	263	316
ENSG00000196960	62	125	19	271	265	111	265	21	516	124	539	870
ENSG00000196961	22	75	42	149	261	344	116	607	605	7	538	516
ENSG00000196963	104	87	53	233	122	157	546	85	509	128	643	805
ENSG00000196966	60	48	30	222	8	29	161	394	335	666	441	284
ENSG00000196967	145	103	42	345	165	169	219	9	351	69	52	519
ENSG00000196968	50	33	142	184	7	128	400	524	508	363	504	27
ENSG00000196970	157	185	64	24	220	180	106	584	238	163	138	161
ENSG00000196972	98	166	60	349	63	157	408	354	508	650	55	682
ENSG00000196975	77	34	161	167	369	404	568	19	241	546	402	804
ENSG00000196976	58	112	113	1	32	338	129	595	344	419	722	62
ENSG00000196979	170	3	186	216	146	317	242	441	185	370	361	662
ENSG00000196981	32	144	77	113	172	404	223	19	466	278	75	85
ENSG00000196987	175	86	120	268	130	305	113	280	585	77	56	230
ENSG00000196990	1	187	114	219	214	176	296	329	144	202	282	611
ENSG00000196998	24	186	215	196	5	72	135	479	343	374	560	330
ENSG00000197006	172	188	102	340	123	331	396	537	255	263	109	605
ENSG00000197008	84	5	138	271	365	82	320	444	517	458	44	352
ENSG00000197013	29	54	2	272	15	100	102	387	74	274	271	315
ENSG00000197016	121	67	123	246	160	57	166	319	94	585	524	255
ENSG00000197019	133	43	124	272	98	426	315	201	230	102	175	45
ENSG00000197020	149	115	124	155	328	122	538	293	15	222	197	545
ENSG00000197021	153	62	200	222	191	350	350	111	658	658	618	641
ENSG00000197023	47	84	66	69	282	415	61	122	277	311	238	195
